id,d0,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,d12,d13,d14,d15,distance_calculations,is_core,cluster_id
1983,7,15,8,8,5,10,5,3,8,11,2,8,4,5,4,9,13385,0,1
1984,3,7,3,5,2,0,2,4,5,1,1,7,0,8,0,8,982,0,3
1985,2,1,3,2,2,7,8,5,4,7,7,6,5,9,2,6,5522,1,1
1986,4,8,6,6,4,9,6,3,7,11,4,6,3,9,4,9,14697,1,1
1987,4,5,5,7,3,8,9,8,5,5,9,9,3,7,6,10,16761,0,1
1988,3,6,5,4,3,5,9,6,4,8,7,9,5,9,1,7,16306,0,1
1989,6,11,8,8,10,7,7,4,5,6,6,9,8,9,8,7,9772,1,1
1990,2,2,3,3,2,7,8,5,4,7,7,7,4,9,1,6,4902,1,1
1991,3,8,4,6,3,4,10,3,6,10,10,6,1,10,3,6,15841,0,1
1992,4,8,6,6,8,8,8,4,3,6,7,7,6,11,8,9,15553,1,1
1993,4,9,4,7,2,7,7,4,14,9,6,8,0,8,8,8,7884,1,19
1994,3,2,5,3,2,6,2,2,2,5,2,8,2,6,2,6,604,0,4
1995,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,927,1,5
1996,5,6,6,8,2,7,7,5,4,7,6,8,3,8,4,8,14918,0,1
1997,4,10,7,8,8,9,6,1,5,9,6,6,6,11,5,6,17509,0,1
1998,5,5,6,8,3,6,11,9,4,7,3,8,3,7,6,11,17312,0,1
1999,8,11,8,8,6,4,10,2,3,10,9,8,8,11,2,6,9552,1,1
2000,4,7,5,5,4,10,7,3,6,10,3,7,3,7,3,10,13154,1,1
2001,1,0,2,1,1,6,10,7,2,7,5,8,2,7,4,10,7482,1,1
2002,4,9,6,6,7,10,7,5,4,6,7,7,7,9,5,5,17426,0,1
2003,2,2,3,3,2,7,7,6,5,8,6,8,2,9,9,8,12181,1,1
2004,5,11,5,8,3,5,7,11,9,6,6,5,3,8,4,8,15991,0,1
2005,4,7,5,5,5,8,6,6,3,8,5,7,4,7,7,10,15919,1,1
2006,6,12,6,6,4,10,3,4,4,11,2,8,4,6,4,10,17013,1,1
2007,2,7,3,4,1,7,13,0,6,7,11,8,0,8,0,8,14678,1,7
2008,4,9,5,6,2,6,8,7,11,5,6,13,1,7,4,9,14344,1,1
2009,3,5,5,3,2,6,12,3,5,13,7,3,1,10,2,6,15590,0,1
2010,8,11,8,8,4,3,11,2,9,12,11,5,0,10,2,4,11565,0,1
2011,6,6,6,8,3,7,4,15,5,7,14,8,3,9,0,8,9342,0,18
2012,5,7,6,5,4,8,6,3,7,10,7,9,2,10,5,8,16171,0,1
2013,5,6,6,6,7,7,9,6,2,7,7,7,9,12,9,7,16296,0,1
2014,10,11,10,8,7,4,10,3,3,9,8,7,8,11,2,6,10646,1,1
2015,2,1,3,2,1,7,9,5,6,7,10,9,3,9,0,8,13826,0,1
2016,3,9,5,6,3,10,3,2,2,8,3,10,2,6,3,7,11262,1,4
2017,5,12,4,6,2,12,4,3,5,12,2,7,2,8,2,11,17580,0,1
2018,3,4,4,6,1,8,15,1,6,6,11,9,0,8,0,8,15736,0,7
2019,3,8,4,6,2,10,6,2,8,12,3,7,0,6,2,6,16302,1,6
2020,4,8,6,6,3,4,12,4,5,13,8,4,2,10,2,6,15804,1,1
2021,4,7,5,5,5,8,6,7,3,7,5,7,4,6,6,9,14686,1,1
2022,1,0,2,0,0,7,7,4,4,7,6,8,2,8,4,8,2893,1,1
2023,5,9,7,7,6,6,6,6,4,6,5,8,6,7,6,10,16929,1,1
2024,2,1,3,2,2,8,7,7,4,7,6,8,2,8,3,8,4727,1,1
2025,2,3,2,2,2,7,7,5,5,7,6,6,2,8,5,9,5057,1,1
2026,5,10,8,8,12,8,8,5,3,7,7,7,8,11,12,9,7189,0,1
2027,3,7,4,5,2,7,7,14,2,5,6,8,5,8,0,8,11626,1,2
2028,3,4,5,3,2,6,10,3,6,13,7,5,1,10,2,7,14029,1,1
2029,2,3,3,1,1,4,10,2,7,11,10,5,0,10,2,4,10508,0,1
2030,3,1,4,2,2,7,7,6,6,7,6,5,2,8,3,7,4092,1,1
2031,1,0,1,0,0,8,13,1,4,6,10,8,0,8,0,8,15337,0,7
2032,5,9,5,6,4,8,5,12,4,7,12,8,3,9,0,8,13216,0,18
2033,4,9,5,6,3,5,9,2,10,10,8,9,2,8,5,5,16964,0,1
2034,4,10,5,8,5,8,7,12,1,6,6,8,5,8,0,9,14196,0,2
2035,4,9,5,7,4,7,7,8,6,7,6,6,2,8,3,8,13657,1,1
2036,3,6,5,6,5,6,9,4,4,7,7,11,4,9,7,10,16663,0,1
2037,6,11,8,8,7,9,7,4,7,10,4,6,3,8,6,10,10281,1,1
2038,4,11,6,8,4,12,2,4,3,11,1,9,3,7,3,9,15026,1,4
2039,4,8,6,6,5,6,7,6,6,7,9,9,3,10,5,8,17080,0,1
2040,4,7,6,5,4,4,7,2,6,10,9,11,3,8,3,8,16441,0,1
2041,1,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,4786,1,8
2042,3,6,3,4,2,3,8,6,10,7,5,14,0,8,7,8,14567,1,11
2043,7,10,7,8,5,5,7,5,7,12,8,13,4,9,5,6,10604,0,1
2044,2,1,2,2,1,6,8,7,7,8,7,12,1,9,4,10,14968,0,1
2045,6,9,9,6,7,9,6,2,5,9,5,7,8,6,2,8,15876,1,1
2046,9,15,9,8,7,7,8,3,5,8,4,9,7,7,7,6,11695,0,1
2047,4,7,5,5,3,8,4,3,0,6,1,8,2,7,1,7,4657,0,4
2048,1,0,1,0,0,5,7,7,1,7,6,11,2,8,2,11,14299,0,1
2049,5,10,6,7,3,7,7,4,15,9,6,8,0,8,8,8,8129,0,19
2050,3,5,4,4,3,8,9,4,5,6,6,9,3,8,7,10,16421,0,1
2051,4,9,6,8,7,7,6,5,4,6,6,8,4,8,1,7,17521,0,1
2052,4,8,4,6,3,3,9,6,12,7,5,14,0,8,7,7,12234,0,11
2053,4,8,6,9,6,9,8,6,7,7,4,7,3,10,9,9,15669,0,1
2054,2,2,3,3,2,7,7,7,4,7,6,8,2,8,3,8,4906,1,1
2055,2,6,3,4,1,4,13,8,2,11,6,3,1,10,3,8,16294,1,1
2056,5,11,7,8,4,6,4,0,9,8,2,11,0,7,2,8,17501,0,3
2057,3,11,5,8,1,7,14,0,6,7,11,8,0,8,0,8,11034,1,7
2058,5,10,6,7,4,5,7,7,10,7,6,11,2,8,5,11,13372,0,1
2059,3,6,5,4,3,6,11,3,5,13,6,4,0,10,2,8,15070,1,1
2060,9,15,9,8,5,10,4,4,6,12,2,8,5,6,5,10,8579,1,1
2061,6,8,4,11,3,9,7,3,3,12,3,5,3,8,6,10,18501,0,1
2062,4,5,6,4,3,6,8,2,7,10,6,9,4,9,3,7,13720,1,1
2063,3,3,4,5,2,7,7,14,2,5,6,8,5,8,0,8,13988,1,2
2064,3,7,5,5,1,7,8,4,2,7,14,8,3,10,0,8,13742,1,1
2065,5,9,7,7,4,8,7,3,5,10,5,6,6,8,1,7,16736,1,1
2066,4,7,6,5,4,7,9,6,5,7,6,6,5,9,1,6,14613,1,1
2067,3,7,4,5,2,7,9,0,7,13,6,6,0,9,2,7,15672,0,6
2068,4,9,6,6,7,9,4,4,4,9,6,9,4,7,10,9,17647,0,1
2069,4,7,5,5,5,8,8,2,7,7,6,8,0,9,9,9,17678,0,1
2070,7,10,6,6,4,8,5,4,5,10,6,9,5,7,7,10,15902,1,1
2071,5,5,6,7,3,7,4,7,9,5,5,9,1,9,7,11,18384,0,1
2072,1,0,2,1,0,7,7,6,7,7,6,13,0,8,4,10,13997,1,1
2073,4,7,5,5,5,7,6,8,4,7,5,8,4,8,10,2,18732,0,1
2074,2,7,4,5,4,10,6,2,5,8,5,5,3,8,5,6,11977,1,1
2075,9,14,8,8,6,9,5,4,6,10,4,7,6,8,9,7,10080,1,1
2076,4,7,7,6,7,8,8,4,4,7,6,8,6,8,8,5,15806,1,1
2077,7,8,8,6,4,4,8,6,8,9,9,10,3,9,3,5,14786,1,1
2078,7,9,10,7,8,6,8,2,6,10,7,8,5,9,4,8,13180,0,1
2079,5,9,7,6,4,10,10,1,7,3,11,7,1,11,2,9,16117,0,1
2080,3,1,4,2,2,7,7,3,9,6,6,8,3,8,6,8,8636,0,1
2081,6,11,5,6,3,10,3,4,6,10,3,9,3,8,6,13,14123,1,1
2082,4,8,6,6,4,9,8,1,6,13,5,5,2,9,3,9,15750,1,1
2083,2,7,4,5,2,9,4,1,6,9,3,10,0,6,2,10,14561,0,3
2084,6,13,6,8,4,12,2,5,1,12,2,10,3,2,3,10,17519,0,1
2085,3,9,4,6,2,3,7,7,2,7,5,11,3,8,2,10,14196,1,15
2086,6,10,10,8,5,9,6,1,8,10,3,7,3,8,4,9,13792,0,1
2087,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,927,1,5
2088,4,5,5,8,4,6,7,10,7,7,6,7,2,8,9,9,16878,0,1
2089,6,7,8,9,8,7,9,2,3,7,9,6,6,10,6,4,17979,0,1
2090,2,2,4,4,2,7,7,3,9,6,6,8,2,8,6,7,7585,0,1
2091,4,3,5,2,3,4,11,3,2,9,9,7,6,11,1,7,13788,1,1
2092,6,11,8,8,5,7,12,8,3,11,4,2,1,10,5,7,14546,0,1
2093,3,5,6,4,3,9,8,3,5,10,3,5,5,9,1,8,15060,0,1
2094,6,11,9,8,7,8,9,4,5,12,5,3,4,10,4,7,13822,0,1
2095,2,3,3,2,2,7,7,5,5,7,6,6,2,8,5,9,4894,1,1
2096,2,5,3,4,1,5,5,1,9,7,2,11,0,7,2,8,6974,0,3
2097,4,5,5,4,3,5,10,4,6,10,9,5,2,10,3,6,14425,1,1
2098,8,11,6,6,3,9,7,6,4,13,3,6,5,9,4,8,15436,0,1
2099,4,9,4,6,2,3,7,7,2,7,6,11,3,8,3,10,14325,1,15
2100,4,6,5,4,3,6,7,6,6,9,8,9,2,8,4,9,13764,1,1
2101,3,4,4,3,2,6,7,5,5,9,7,10,2,9,4,10,9622,1,1
2102,4,4,4,6,2,7,7,14,2,5,6,8,6,8,0,8,12956,1,2
2103,4,8,6,6,4,6,5,1,9,7,2,10,0,6,3,8,13301,1,3
2104,2,1,2,1,0,8,7,4,4,7,6,8,3,8,4,8,4934,0,1
2105,6,9,7,7,5,7,8,8,6,10,7,9,3,8,3,8,13711,0,1
2106,5,10,5,7,3,7,5,15,1,7,8,8,3,8,0,8,14728,0,2
2107,3,4,5,3,2,8,6,1,6,10,5,9,3,8,3,9,11501,0,1
2108,3,4,4,3,1,4,12,3,3,9,11,7,2,11,0,8,12943,1,1
2109,4,7,4,5,3,4,12,2,2,9,11,8,3,11,1,7,15649,0,1
2110,2,1,2,1,1,5,10,8,3,9,6,5,1,9,3,8,9977,0,22
2111,3,6,4,4,3,8,8,7,4,7,7,8,3,8,2,8,11597,1,1
2112,5,11,7,9,5,8,6,6,11,7,5,6,2,7,8,8,16289,0,1
2113,5,9,5,5,2,8,8,2,7,11,6,6,2,10,5,8,16946,0,1
2114,2,5,4,4,1,7,7,0,7,13,6,8,0,8,1,8,10846,1,6
2115,4,6,5,8,2,3,7,8,2,7,5,12,3,8,3,10,16674,0,15
2116,5,8,7,6,4,7,8,6,5,7,6,5,7,11,3,5,18076,0,1
2117,3,3,4,4,2,6,9,5,7,7,9,9,3,9,1,8,12757,1,1
2118,2,3,3,2,1,8,7,2,7,10,6,8,1,8,4,8,7875,1,1
2119,3,4,3,3,2,8,6,6,5,7,6,9,2,10,9,8,14829,0,1
2120,4,3,5,5,3,7,7,12,1,7,9,8,8,6,0,8,16751,0,9
2121,3,2,4,4,3,7,9,5,5,7,6,6,5,9,2,6,8255,0,1
2122,6,8,7,6,4,5,6,3,7,7,6,12,0,9,4,8,18561,0,1
2123,4,7,5,8,5,9,7,7,3,5,7,10,3,8,6,10,15920,1,1
2124,5,9,6,7,4,9,5,5,5,8,6,6,2,7,4,6,16528,0,1
2125,6,10,6,8,7,4,10,3,2,9,7,8,8,12,3,5,14735,0,1
2126,2,5,3,3,1,9,6,3,6,12,4,9,1,6,1,7,10285,1,6
2127,4,7,6,5,4,10,8,4,1,7,9,8,7,10,0,8,16686,1,1
2128,3,5,6,3,3,7,7,2,8,12,7,9,2,9,4,8,14252,0,1
2129,3,6,4,4,3,6,6,8,6,6,6,7,2,8,9,10,14170,1,1
2130,4,4,5,2,3,8,6,6,4,6,7,8,8,6,2,7,9561,1,1
2131,4,8,6,6,6,8,8,2,8,7,6,7,0,8,9,8,17859,0,1
2132,8,15,10,9,5,4,9,4,4,13,11,9,6,9,0,9,7787,0,1
2133,2,1,2,2,1,7,8,5,4,7,6,6,5,9,1,5,4862,0,1
2134,1,1,0,2,0,7,7,1,7,7,6,8,0,8,2,8,2995,0,17
2135,4,8,5,6,2,4,5,2,9,5,1,9,1,7,3,6,9435,1,3
2136,8,13,7,7,3,6,2,3,4,6,2,6,3,7,6,7,19128,0,4
2137,4,10,6,8,8,8,7,5,6,7,6,8,7,6,7,7,16404,0,1
2138,6,13,5,10,4,7,10,2,3,13,5,5,2,8,7,8,14558,0,1
2139,1,0,1,1,0,7,7,2,9,9,6,8,0,8,6,8,11803,0,0
2140,5,6,4,8,3,8,6,5,5,10,6,7,3,9,9,9,18425,0,1
2141,3,5,6,4,3,6,9,2,4,10,7,7,5,8,1,8,12638,1,1
2142,7,10,9,8,7,6,11,5,4,12,5,3,1,10,4,9,12803,1,1
2143,4,7,5,5,3,8,7,8,6,6,7,10,3,8,3,9,15094,1,1
2144,2,3,2,1,2,6,7,4,6,6,6,10,3,8,4,9,7794,0,1
2145,3,2,4,4,2,7,12,3,6,7,11,8,2,11,1,7,15127,0,1
2146,7,11,9,8,6,9,4,5,6,8,5,6,2,7,5,6,18483,0,1
2147,3,11,4,8,2,15,3,4,5,13,0,8,0,7,0,8,16623,0,13
2148,6,12,6,7,3,5,11,4,3,10,8,5,4,11,2,8,16535,0,1
2149,3,6,5,4,3,9,7,4,5,11,5,6,3,8,2,8,12374,0,1
2150,4,7,6,5,6,6,9,1,4,10,7,7,5,10,3,4,17897,0,1
2151,5,9,6,7,5,9,7,4,7,11,5,6,3,7,4,8,15304,1,1
2152,3,5,6,4,3,7,10,4,4,12,5,3,1,10,3,8,13733,1,1
2153,2,5,3,3,2,7,7,8,4,7,6,8,2,8,3,8,7443,0,1
2154,5,6,7,8,8,8,6,4,3,7,7,7,7,12,6,7,16718,0,1
2155,1,0,2,0,0,8,4,2,0,7,2,8,1,6,1,8,602,0,12
2156,5,10,8,8,6,6,6,3,4,9,9,9,8,5,2,7,17370,0,1
2157,6,9,8,6,7,8,4,6,5,8,7,8,8,9,4,6,17423,0,1
2158,6,10,8,7,4,9,7,2,7,14,4,7,0,7,0,8,16236,0,6
2159,4,7,6,5,4,6,6,7,5,7,8,11,8,5,2,9,18778,0,1
2160,1,3,3,2,1,8,7,3,7,10,7,8,1,9,5,8,11465,0,1
2161,9,11,9,8,7,7,10,2,9,11,9,5,4,11,5,5,10397,0,1
2162,2,3,4,2,1,9,7,3,7,11,4,8,1,8,4,10,13828,0,1
2163,1,6,2,4,2,7,7,1,8,7,6,9,0,8,3,8,9743,0,20
2164,3,2,6,4,2,7,12,2,3,6,11,9,4,12,2,7,17848,0,1
2165,4,8,7,6,3,7,7,1,8,10,7,9,3,8,3,7,15170,1,1
2166,3,8,5,6,4,7,7,3,8,6,7,10,3,7,7,8,16201,1,1
2167,5,11,6,8,4,6,7,7,7,10,7,11,2,9,4,9,10360,1,1
2168,3,4,3,3,1,5,12,3,6,11,9,5,1,11,1,5,11606,1,1
2169,7,11,10,8,11,9,3,4,4,9,6,10,6,6,11,11,12083,0,1
2170,10,15,8,8,4,7,9,6,3,11,4,5,5,9,4,7,12672,0,1
2171,5,8,7,6,9,8,8,5,3,7,7,7,6,10,9,9,13135,1,1
2172,5,8,5,6,4,5,12,4,5,12,9,5,2,12,1,5,14641,1,1
2173,2,3,4,1,1,5,9,3,4,11,8,8,5,8,0,7,13670,0,1
2174,4,9,5,7,4,3,3,5,7,1,0,7,0,6,0,6,6574,1,3
2175,5,10,8,8,6,8,10,4,5,13,5,3,1,10,3,8,12781,1,1
2176,0,0,1,0,0,12,4,6,3,12,5,11,0,7,0,8,18490,0,6
2177,5,7,7,5,4,7,11,4,5,13,5,3,1,10,3,8,15610,1,1
2178,3,2,4,4,2,6,8,6,7,6,9,9,3,9,1,7,12505,1,1
2179,1,0,2,0,0,7,7,4,4,7,6,8,2,8,3,8,2648,1,1
2180,4,9,6,7,5,6,11,2,7,8,11,8,1,12,1,8,11982,1,1
2181,3,8,5,6,3,10,10,1,6,3,11,8,1,11,2,9,17024,0,1
2182,6,8,8,10,11,9,8,7,3,7,7,8,7,10,6,4,13270,0,1
2183,3,6,5,4,2,9,2,2,2,7,1,8,2,7,3,7,3464,1,4
2184,3,9,4,7,4,6,7,7,9,8,8,10,3,8,6,8,16238,0,1
2185,5,10,5,7,4,6,7,7,6,10,8,11,2,9,4,9,11050,1,1
2186,4,7,6,5,5,8,7,6,4,7,6,8,4,10,8,11,15343,1,1
2187,2,4,4,3,3,9,7,2,6,11,4,7,4,7,5,9,12878,0,1
2188,2,0,2,1,0,7,7,6,5,7,6,8,2,8,3,8,3775,1,1
2189,4,10,6,7,3,7,9,3,2,6,12,8,3,10,0,8,14576,1,1
2190,11,12,11,7,6,6,9,5,4,4,4,11,11,14,3,8,11337,0,1
2191,4,5,6,7,6,9,12,4,2,4,8,12,4,13,5,12,15062,0,1
2192,6,10,6,8,3,3,8,5,8,10,10,14,1,7,3,7,12322,0,1
2193,3,2,3,3,3,7,7,5,7,7,5,9,2,8,5,10,10007,1,1
2194,11,13,9,7,4,5,9,5,6,3,3,12,6,12,2,7,14204,1,1
2195,3,5,4,6,1,7,7,4,4,7,6,8,3,8,4,8,7008,1,1
2196,3,5,4,7,1,7,14,0,6,7,11,8,0,8,0,8,15772,0,7
2197,3,4,5,3,3,8,7,2,6,11,5,7,2,8,4,9,11010,1,1
2198,3,6,4,4,3,11,6,3,6,11,3,7,2,8,4,11,15788,0,1
2199,4,8,6,6,5,5,8,1,6,9,7,9,3,8,3,8,16311,0,1
2200,2,5,3,4,2,7,11,2,7,7,11,8,1,11,1,8,13762,1,1
2201,6,9,5,5,3,8,11,5,4,4,6,10,6,11,2,6,19133,0,1
2202,3,6,4,4,2,6,8,8,8,8,8,13,2,10,4,9,13122,1,1
2203,3,8,5,6,1,8,8,4,3,6,14,8,3,10,0,8,12618,1,1
2204,4,8,6,6,4,6,8,4,7,6,5,10,3,8,4,9,16064,1,1
2205,4,9,3,5,3,8,6,3,5,10,5,8,3,9,8,11,17716,0,1
2206,2,1,2,1,1,5,10,4,4,10,9,5,1,10,2,7,8944,1,1
2207,3,3,5,2,2,7,8,3,6,10,7,7,3,8,3,8,10638,0,1
2208,3,6,4,7,4,9,9,7,2,4,7,11,3,10,5,10,16369,0,1
2209,7,14,7,8,4,10,4,3,8,12,4,10,3,9,4,11,9273,0,1
2210,4,4,5,3,2,5,8,5,8,10,8,8,3,9,2,5,11010,1,1
2211,4,5,5,7,2,7,7,5,4,7,6,8,3,8,4,8,11010,0,1
2212,2,3,3,2,2,9,7,4,6,10,4,6,2,8,2,8,5642,1,1
2213,4,9,5,8,5,8,7,3,6,6,7,9,3,8,7,8,16296,1,1
2214,3,5,4,4,2,5,12,2,7,11,9,4,1,11,2,5,12138,1,1
2215,2,6,4,4,5,9,6,3,3,6,6,7,5,9,6,7,13132,0,1
2216,5,9,5,4,2,5,8,3,3,10,9,6,4,9,3,4,17745,0,1
2217,5,10,7,8,8,8,7,8,4,6,6,8,3,8,8,3,17385,1,1
2218,3,7,4,5,5,7,8,6,6,7,5,8,3,8,3,7,12365,0,1
2219,4,8,5,6,3,6,6,2,7,7,6,10,0,9,4,8,17204,0,1
2220,5,9,7,6,6,4,7,3,4,10,10,10,7,5,2,7,18012,0,1
2221,7,15,7,8,5,9,3,3,4,12,6,11,3,8,6,9,10082,1,1
2222,6,7,6,5,5,6,11,4,2,8,7,6,9,12,4,5,17699,0,1
2223,9,14,7,8,4,9,6,6,6,11,4,9,6,7,7,10,6545,1,1
2224,6,11,8,8,7,9,7,3,6,10,3,7,3,6,3,11,13825,0,1
2225,6,10,8,8,7,7,4,8,4,6,7,10,5,7,7,9,15481,0,1
2226,5,5,5,7,3,6,7,10,10,7,7,6,3,8,4,8,16441,0,1
2227,2,4,3,3,1,7,8,3,7,10,7,7,1,9,5,7,11218,0,1
2228,4,7,5,8,5,8,9,4,4,7,7,9,4,7,7,6,17456,0,1
2229,5,5,5,8,3,6,10,10,4,7,5,8,3,8,6,11,17135,0,1
2230,1,3,2,2,1,7,8,0,6,13,6,7,0,8,0,7,7748,0,6
2231,1,1,2,1,0,7,9,4,2,7,13,8,2,10,0,8,10846,0,16
2232,4,4,4,3,2,7,9,5,4,7,6,7,5,9,2,7,9997,1,1
2233,6,9,6,6,4,3,11,2,3,9,10,8,3,12,1,7,14170,0,1
2234,2,2,3,3,2,6,11,5,4,10,7,2,1,10,4,6,11233,0,1
2235,3,6,4,5,4,9,7,4,6,6,6,9,2,8,7,10,16226,0,1
2236,6,9,6,4,3,12,2,4,5,12,2,9,4,7,2,10,18137,0,1
2237,5,8,5,6,3,4,13,5,5,12,9,4,2,12,1,5,14639,1,1
2238,7,11,7,8,5,6,6,6,7,13,8,13,4,9,4,6,9939,0,1
2239,3,7,5,5,3,8,7,2,9,11,5,7,1,7,6,8,15341,0,1
2240,2,4,3,3,2,5,10,3,5,10,9,5,1,10,3,6,8636,1,1
2241,3,7,3,5,3,7,7,11,4,7,11,8,3,9,0,8,16982,0,18
2242,6,7,8,11,8,10,12,6,0,4,7,11,6,15,5,8,13061,0,1
2243,4,6,6,8,4,13,4,3,7,10,2,7,2,7,5,12,18092,0,1
2244,4,9,6,7,3,8,8,4,1,6,8,8,8,10,0,8,15620,1,1
2245,2,3,4,2,2,7,7,3,6,10,6,8,3,8,2,7,6855,1,1
2246,4,9,6,6,7,7,7,6,6,7,6,9,3,8,3,8,16130,0,1
2247,9,9,6,12,6,6,9,4,2,12,7,7,3,8,13,6,16199,0,1
2248,2,6,3,4,1,7,7,14,1,7,6,8,3,8,0,8,15089,1,2
2249,7,9,8,6,5,5,9,1,8,9,10,5,3,11,4,4,16427,1,1
2250,4,7,5,5,3,6,11,8,2,10,5,3,1,10,4,7,16452,0,1
2251,3,3,4,2,1,4,8,4,7,10,9,12,1,9,2,7,14600,1,1
2252,6,11,9,8,9,5,8,2,4,10,9,8,6,11,6,6,13840,0,1
2253,1,3,2,2,1,7,7,5,8,6,6,8,1,8,7,8,7042,1,1
2254,3,7,3,5,1,7,5,13,5,7,13,8,3,9,0,8,11629,1,18
2255,2,3,4,1,1,10,2,3,1,9,2,9,1,6,1,8,3666,0,4
2256,2,4,4,3,2,7,7,3,5,10,6,8,3,8,2,8,8610,1,1
2257,3,6,5,4,5,7,8,3,4,6,6,9,6,9,7,6,14551,1,1
2258,5,10,7,7,6,11,6,2,6,11,3,7,3,8,3,9,14103,1,1
2259,6,10,9,7,5,5,10,4,10,11,10,6,1,9,6,5,12956,0,1
2260,4,7,6,10,9,9,7,6,3,7,7,8,7,10,6,4,16710,0,1
2261,5,11,7,8,6,6,10,2,5,13,7,5,2,10,2,7,13938,0,1
2262,4,10,5,7,4,7,7,7,6,6,5,8,1,7,6,11,16559,0,1
2263,2,3,2,2,2,7,7,5,9,6,6,8,1,8,6,8,7453,1,1
2264,3,1,3,2,2,8,7,6,5,7,7,8,2,9,9,8,13411,0,1
2265,2,1,3,2,2,8,8,6,5,7,5,7,2,8,8,8,9053,1,1
2266,3,3,4,5,2,8,6,5,9,5,6,8,0,9,9,8,16070,0,1
2267,2,7,4,4,1,8,4,3,2,7,2,8,3,6,2,8,3995,0,4
2268,0,0,1,0,0,12,4,5,3,12,5,11,0,7,0,8,17761,0,6
2269,3,7,4,4,2,7,8,14,1,7,5,8,3,8,0,8,14189,1,2
2270,5,10,8,8,6,4,9,1,6,10,9,10,3,8,3,6,14494,0,1
2271,6,10,6,8,4,5,8,6,8,12,9,13,2,9,4,7,6926,1,1
2272,5,9,6,7,3,7,7,3,6,15,6,10,1,6,1,7,14606,1,6
2273,3,7,4,4,1,7,7,4,4,7,6,8,3,8,4,8,5429,1,1
2274,1,0,1,0,0,7,13,1,4,7,10,8,0,8,0,8,15532,0,7
2275,3,8,5,6,6,7,7,3,5,6,7,10,4,10,8,8,16414,1,1
2276,1,4,2,2,1,7,7,1,7,13,6,8,0,8,1,8,7234,1,6
2277,5,7,7,6,8,7,8,5,5,7,7,7,5,9,11,12,13290,0,1
2278,7,11,7,8,7,7,8,8,4,10,7,7,5,8,5,10,12299,0,1
2279,3,5,5,4,2,7,10,1,7,7,11,8,1,11,2,8,14699,1,1
2280,2,0,2,1,1,8,6,6,5,6,5,9,1,8,5,10,6243,1,1
2281,10,13,11,8,7,9,6,4,5,11,3,7,6,7,5,7,11385,0,1
2282,4,4,6,3,3,7,11,3,2,6,9,8,8,11,1,8,16130,1,1
2283,9,15,9,8,4,8,4,5,6,13,6,10,3,8,3,8,10814,0,1
2284,2,7,3,5,2,6,6,9,7,6,7,7,2,8,8,10,15983,0,1
2285,8,15,7,8,5,6,7,4,7,8,5,7,6,9,7,5,14632,0,1
2286,3,7,5,5,3,11,2,2,2,8,3,9,3,5,3,8,8371,1,4
2287,5,9,7,7,7,8,8,3,6,10,5,6,3,7,6,8,15985,1,1
2288,6,9,5,4,3,6,8,3,4,10,8,5,3,10,4,4,17797,0,1
2289,4,7,6,5,5,7,8,5,5,9,6,6,3,7,6,7,14759,1,1
2290,4,6,5,5,4,7,6,4,4,6,3,6,2,7,4,7,7139,0,1
2291,2,1,3,2,2,7,7,6,6,7,6,5,2,8,2,7,3793,1,1
2292,4,7,5,5,3,6,9,9,5,6,5,8,2,8,5,10,16371,0,1
2293,3,8,4,6,3,4,8,7,3,6,4,11,3,8,2,11,16346,0,15
2294,1,0,2,0,1,7,6,9,0,7,8,8,6,6,0,8,6995,1,21
2295,3,6,4,4,3,6,9,6,4,7,6,8,5,9,1,7,13026,0,1
2296,2,3,4,5,1,8,11,2,3,4,12,8,1,10,0,8,17023,0,1
2297,3,5,4,4,3,7,7,8,5,7,6,8,2,8,3,8,9158,1,1
2298,2,4,3,5,3,8,7,7,3,6,6,9,3,8,5,10,12241,1,1
2299,2,10,2,8,2,7,7,0,8,7,6,8,0,8,3,8,12040,1,20
2300,4,5,6,4,5,8,7,5,5,7,6,8,5,8,9,11,17046,0,1
2301,5,5,6,4,5,7,9,5,4,7,4,8,6,9,4,6,16270,0,1
2302,5,9,4,5,2,7,9,3,5,12,6,5,2,8,6,6,17628,1,1
2303,5,9,6,7,4,8,7,13,2,6,9,8,8,6,0,8,10705,1,9
2304,3,7,4,5,2,8,6,2,6,14,5,9,0,7,0,7,14948,1,6
2305,4,8,6,6,6,7,7,5,8,7,7,9,3,8,6,9,15750,1,1
2306,7,10,10,8,5,9,9,3,6,10,3,4,6,9,1,7,16298,0,1
2307,4,5,5,3,4,7,8,6,6,7,6,8,3,8,3,7,11297,0,1
2308,3,4,5,3,2,7,7,2,8,11,6,9,2,8,4,9,11592,1,1
2309,5,7,7,6,6,6,7,3,4,6,4,9,6,5,9,8,18167,0,1
2310,3,6,3,4,3,3,8,5,9,7,6,14,0,8,6,9,15717,0,11
2311,3,9,6,6,2,8,4,3,2,7,1,8,3,7,3,8,8782,1,4
2312,6,9,8,6,7,7,7,6,3,5,8,9,11,8,6,4,17668,0,1
2313,5,11,7,8,5,9,3,1,8,9,2,10,3,6,5,10,17319,0,3
